1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1.36361198,1.606166315,1.229681842,1.088844563,1.751587005,1.840545188,1.763502865,0.94610823,1.762903528,1.658202253,0.79844346,1.810501348,0.948510769,1.957224058,0.913230871,2.036628895,1.151676231,1.940267391,1.569139725,1.965154646,1.859918485,1.933892036,1.966986025,1.959804317,1.802226238,1.781539969,1.786325434,1.938869822,1.838786145,1.815444916,1.682686478,0.705264862,1.700790221,0.582858462,1.774662923
2.569724949,2.516270883,2.495544338,2.602168551,2.810366954,2.719165494,2.682145076,2.854366778,2.928703027,2.515211304,2.549003262,2.431041945,2.739176632,2.810770011,2.76147678,2.700530657,2.898176483,2.854306042,2.787460475,2.519696767,2.510142699,2.912753304,2.567379308,2.328175661,2.731508184,2.579783597,2.62211036,2.713910354,2.461648568,2.451018452,2.481155871,2.577951128,2.622628426,2.333850145,2.447002898
2.212187604,2.36660971,2.185258765,2.180699201,2.102090526,2.261024834,2.192567453,2.435047641,2.188647296,2.411619706,2.688063697,2.300595484,2.534280005,2.092720645,2.260071388,2.093771781,2.357934847,2.216957207,2.443888547,2.15896526,2.149527014,2.148602655,2.094121596,2.179264464,2.165244326,2.080987047,2.283301229,2.234264124,2.384890797,2.170848204,2.358125285,2.046495164,2.183839037,2.683317262,2.10002573
1.403120521,1.444044796,1.60162548,1.498034724,1.593064432,1.610234175,1.1430148,1.755951041,1.225825991,1.564192461,1.767823498,0.79560198,1.662001879,1.662474504,1.456366033,0.962227231,1.398113692,1.006037955,1.744918542,0.953131225,0.775319122,1.641771471,1.367355921,0.816440168,0.645913275,1.297760511,0.870696458,0.910571048,1.7084209,1.424554977,1.714999967,1.495127881,0.827627705,1.587710965,0.956888455
1.158362492,1.375480715,0.995635195,0.945025201,1.568670978,1.236285277,1.399673721,1.200029267,1.147985321,1.148910993,1.715167358,1.084933575,1.102776615,0.911956189,0.91850214,1.15624619,1.215901813,1.34321159,1.527501011,1.026124517,1.029383778,1.80393485,1.000867722,1.738622028,1.755493728,1.478710756,0.959136831,1.566555331,1.170848204,0.993700695,1.683857205,1.210853365,1.15715444,1.414304688,0.693111115
1.67669361,1.632052167,1.396199347,2.176669933,1.301897717,2.066325925,1.937918903,1.095866453,1.977540706,1.822429624,1.123198075,2.091666958,1.86135516,1.980684974,1.727215821,2.402261382,1.561578368,1.216957207,1.155336037,2.030194785,2.256717746,1.334654767,1.926290987,1.8509524,1.937918903,1.805024844,1.826981337,1.236285277,1.756331767,2.217747073,1.727785174,1.922673568,1.969182859,1.282622113,1.94792362
0.995635195,1.6658623,1.622421274,1.284881715,1.030599722,1.259593879,1.007747778,0.808481057,1.072249898,0.539953842,0.811239773,1.611510887,0.833593294,1.596267126,1.497482537,1.969741977,0.915347062,0.983626287,0.846646329,1.485295439,1.111598525,0.914025652,1.115277591,1.180985581,1.494154594,1.054995862,1.488973525,0.872156273,1.155032229,1.778368343,0.885869861,1.643748685,1.812378511,0.776265218,1.507451061
0.908485019,1.3232521,0.773347542,1.167317335,0.890253305,1.123524981,0.628593256,0.613524703,0.973035441,0.632760888,0.707740454,0.768490105,0.56937391,1.120244796,0.711047604,1.013258665,0.831037486,0.632558515,0.55339751,1.018284308,1.430397591,0.65571455,0.930235653,0.665299499,0.823865309,0.699577591,0.66539335,1.524525937,0.688953463,0.761702368,1.277150614,1.154728207,1.001300933,0.788945727,0.769672664
1.515873844,1.36660971,1.648847708,1.57333584,1.468790262,1.650113164,0.63286204,1.806925777,1.626545659,1.452246575,1.717920026,1.80078579,1.698013504,1.596047008,1.697229343,1.64601141,1.541454429,1.257198426,1.705607163,0.370142847,1.332034277,1.51308436,1.830781076,1.304705898,1.486713776,1.701308885,1.732071941,1.472171147,1.742096402,1.642167634,1.579669294,1.668944734,1.673481697,1.966939163,0.92147838
